surface_name	site_name	species_name	formation_energy	integral_formation_energy	coverage	coadsorbate_name	coadsorbate_coverage	bulk_structure	frequencies	other_parameters	reference	ensemble_path
Rh	111	H-CH3CO	-0.22	-0.73	0.11	CO	0.44	fcc	[56.0, 56.0, 56.0, 106.0, 310.0, 367.0, 484.0, 656.0, 750.0, 963.0, 996.0, 1071.0, 1311.0, 1390.0, 1424.0, 1434.0, 1597.0, 2970.0, 2997.0, 3104.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	H-CH3CO	-0.77	-0.09	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 106.0, 310.0, 367.0, 484.0, 656.0, 750.0, 963.0, 996.0, 1071.0, 1311.0, 1390.0, 1424.0, 1434.0, 1597.0, 2970.0, 2997.0, 3104.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CH3CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CH3COH	-0.24	-0.03	0.11	None	0.00	fcc	[56.0, 56.0, 134.0, 252.0, 273.0, 306.0, 450.0, 539.0, 603.0, 664.0, 792.0, 991.0, 1028.0, 1036.0, 1207.0, 1354.0, 1431.0, 1444.0, 1920.0, 2936.0, 2971.0, 3046.0, 3587.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CH3COH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CHCO	-0.58	-0.06	0.11	None	0.00	fcc	[104.0, 170.0, 250.0, 276.0, 322.0, 484.0, 565.0, 641.0, 863.0, 947.0, 1089.0, 1670.0, 1876.0, 3058.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CHCO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CHCO	0.1	-0.7	0.11	CO	0.44	fcc	[104.0, 170.0, 250.0, 276.0, 322.0, 484.0, 565.0, 641.0, 863.0, 947.0, 1089.0, 1670.0, 1876.0, 3058.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	H-CHCO	0.4	-0.83	0.11	CO	0.55	fcc	[104.0, 170.0, 250.0, 276.0, 322.0, 484.0, 565.0, 641.0, 863.0, 947.0, 1089.0, 1670.0, 1876.0, 3058.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#H@CHCO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CO	-0.25	-0.74	0.11	CO	0.44	fcc	[71.0, 197.0, 315.0, 376.0, 537.0, 1047.0, 1445.0, 2114.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	H-CO	-0.29	-0.03	0.11	None	0.00	fcc	[71.0, 197.0, 315.0, 376.0, 537.0, 1047.0, 1445.0, 2114.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-CO	0.44	-0.82	0.11	CO	0.55	fcc	[71.0, 197.0, 315.0, 376.0, 537.0, 1047.0, 1445.0, 2114.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#H@CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-COH	0.26	0.03	0.11	None	0.00	fcc	[56.0, 234.0, 265.0, 402.0, 446.0, 653.0, 1007.0, 1184.0, 1317.0, 2556.0, 3636.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@COH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-OH	0.81	0.09	0.11	None	0.00	fcc	[56.0, 273.0, 312.0, 399.0, 695.0, 831.0, 1111.0, 3615.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#H@OH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H-OH	1.21	-0.57	0.11	CO	0.44	fcc	[56.0, 273.0, 312.0, 399.0, 695.0, 831.0, 1111.0, 3615.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	H-OH	1.65	-0.69	0.11	CO	0.55	fcc	[56.0, 273.0, 312.0, 399.0, 695.0, 831.0, 1111.0, 3615.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#H@OH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	H2	0.62	0.07	0.11	None	0.00	fcc	[56.0, 56.0, 214.0, 294.0, 415.0, 4386.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#H2-br/calc-esp_BEEF_500441_1/Rh_H2_br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#H2-br/calc-esp_BEEF_500441_ens/H2.bee
Rh	111	H2O	-0.34	-0.04	0.11	None	0.00	fcc	[56.0, 182.0, 250.0, 290.0, 486.0, 726.0, 1584.0, 3642.0, 3752.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#H2O-fcc/calc-esp_BEEF_500441_1/Rh_H2O_fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#H2O-fcc/calc-esp_BEEF_500441_ens/H2O.bee
Rh	111	HCO-H	0.61	0.07	0.11	None	0.00	fcc	[137.0, 231.0, 290.0, 327.0, 493.0, 594.0, 680.0, 911.0, 1105.0, 1166.0, 2929.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#HCO@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	HCO-H	0.73	-0.63	0.11	CO	0.44	fcc	[137.0, 231.0, 290.0, 327.0, 493.0, 594.0, 680.0, 911.0, 1105.0, 1166.0, 2929.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	HCO-H	1.21	-0.74	0.11	CO	0.55	fcc	[137.0, 231.0, 290.0, 327.0, 493.0, 594.0, 680.0, 911.0, 1105.0, 1166.0, 2929.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#HCO@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	HCOO	-1.16	-1.0	0.11	CO	0.55	fcc	[102.0, 152.0, 198.0, 299.0, 352.0, 382.0, 763.0, 992.0, 1317.0, 1322.0, 1482.0, 3012.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#HCOO-hcp1/calc-esp_BEEF_500441_1/Rh_111_HCOO-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#HCOO-bridge0/calc-esp_BEEF_500441_ens/5CO-hcp+HCOO-bridge0.bee
Rh	111	HCOO	-1.64	-0.18	0.11	None	0.00	fcc	[102.0, 152.0, 198.0, 299.0, 352.0, 382.0, 763.0, 992.0, 1317.0, 1322.0, 1482.0, 3012.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HCOO-bridge0/calc-esp_BEEF_500441_1/Rh_OCHO_bridge.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HCOO-bridge0/calc-esp_BEEF_500441_ens/HCOO.bee
Rh	111	HCOOH	-0.89	-0.1	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 56.0, 256.0, 319.0, 640.0, 742.0, 1007.0, 1120.0, 1336.0, 1365.0, 1724.0, 3000.0, 3392.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HCOOH-ontop/calc-esp_BEEF_500441_1/Rh_HCOOH-ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HCOOH-ontop/calc-esp_BEEF_500441_ens/HCOOH.bee
Rh	111	HCOOH	-1.03	-0.99	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 56.0, 256.0, 319.0, 640.0, 742.0, 1007.0, 1120.0, 1336.0, 1365.0, 1724.0, 3000.0, 3392.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#HCOOH-ontop/calc-esp_BEEF_500441_1/Rh_111_HCOOH-ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#HCOOH-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+HCOOH-ontop.bee
Rh	111	HOCCH2O	-0.52	-0.06	0.11	None	0.00	fcc	[56.0, 128.0, 173.0, 246.0, 309.0, 339.0, 422.0, 519.0, 573.0, 599.0, 917.0, 990.0, 1033.0, 1179.0, 1202.0, 1282.0, 1339.0, 1401.0, 2812.0, 2895.0, 3501.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCCH2O-br/calc-esp_BEEF_500441_1/Rh_111_HOCCH2O-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCCH2O-br/calc-esp_BEEF_500441_ens/HOCCH2O.bee
Rh	111	HOCCH2OH	-0.61	-0.94	0.11	CO	0.55	fcc	[56.0, 56.0, 61.0, 202.0, 215.0, 323.0, 419.0, 449.0, 520.0, 570.0, 669.0, 827.0, 912.0, 981.0, 1040.0, 1141.0, 1215.0, 1296.0, 1332.0, 1435.0, 2946.0, 2988.0, 3528.0, 3637.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#HOCCH2OH-fcc/calc-esp_BEEF_500441_1/Rh_111_HOCCH2OH-fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#HOCCH2OH-br/calc-esp_BEEF_500441_ens/5CO-hcp+HOCCH2OH-br.bee
Rh	111	HOCCH2OH	-0.74	-0.08	0.11	None	0.00	fcc	[56.0, 56.0, 61.0, 202.0, 215.0, 323.0, 419.0, 449.0, 520.0, 570.0, 669.0, 827.0, 912.0, 981.0, 1040.0, 1141.0, 1215.0, 1296.0, 1332.0, 1435.0, 2946.0, 2988.0, 3528.0, 3637.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCCH2OH-br/calc-esp_BEEF_500441_1/Rh_HOCCH2OH-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCCH2OH-br/calc-esp_BEEF_500441_ens/HOCCH2OH.bee
Rh	111	HOCCHO	-0.71	-0.95	0.11	CO	0.55	fcc	[56.0, 56.0, 151.0, 316.0, 344.0, 370.0, 421.0, 511.0, 557.0, 620.0, 816.0, 1044.0, 1117.0, 1241.0, 1296.0, 1378.0, 2983.0, 3443.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#HOCCHO-br/calc-esp_BEEF_500441_1/Rh_111_HOCCHO-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#HOCCHO-br/calc-esp_BEEF_500441_ens/5CO-hcp+HOCCHO-br.bee
Rh	111	HOCCHO	-1.06	-0.12	0.11	None	0.00	fcc	[56.0, 56.0, 151.0, 316.0, 344.0, 370.0, 421.0, 511.0, 557.0, 620.0, 816.0, 1044.0, 1117.0, 1241.0, 1296.0, 1378.0, 2983.0, 3443.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCCHO-br1/calc-esp_BEEF_500441_1/Rh_111_HOCCHO-br1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCCHO-br1/calc-esp_BEEF_500441_ens/HOCCHO.bee
Rh	111	HOCCHOH	-0.74	-0.08	0.11	None	0.00	fcc	[56.0, 103.0, 248.0, 273.0, 339.0, 346.0, 385.0, 440.0, 517.0, 703.0, 724.0, 828.0, 978.0, 1068.0, 1166.0, 1232.0, 1317.0, 1406.0, 2989.0, 3505.0, 3726.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCCHOH-hcp/calc-esp_BEEF_500441_1/Rh_HOCCHOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCCHOH-hcp/calc-esp_BEEF_500441_ens/HOCCHOH.bee
Rh	111	HOCCHOH	0.23	-0.85	0.11	CO	0.55	fcc	[56.0, 103.0, 248.0, 273.0, 339.0, 346.0, 385.0, 440.0, 517.0, 703.0, 724.0, 828.0, 978.0, 1068.0, 1166.0, 1232.0, 1317.0, 1406.0, 2989.0, 3505.0, 3726.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#HOCCHOH-hcp/calc-esp_BEEF_500441_1/Rh_111_HOCCHOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#HOCCHOH-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+HOCCHOH-ontop.bee
Rh	111	HOCCOH	-0.84	-0.96	0.11	CO	0.55	fcc	[113.0, 211.0, 239.0, 281.0, 321.0, 365.0, 376.0, 423.0, 567.0, 622.0, 769.0, 1005.0, 1150.0, 1220.0, 1306.0, 1450.0, 3614.0, 3640.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#HOCCOH-hcp/calc-esp_BEEF_500441_1/Rh_111_HOCCOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#HOCCOH-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+HOCCOH-hcp.bee
Rh	111	HOCCOH	-1.26	-0.14	0.11	None	0.00	fcc	[113.0, 211.0, 239.0, 281.0, 321.0, 365.0, 376.0, 423.0, 567.0, 622.0, 769.0, 1005.0, 1150.0, 1220.0, 1306.0, 1450.0, 3614.0, 3640.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCCOH-hcp/calc-esp_BEEF_500441_1/Rh_HOCCOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCCOH-hcp/calc-esp_BEEF_500441_ens/HOCCOH.bee
Rh	111	HOCH2CH2OH	-0.86	-0.1	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 62.0, 155.0, 205.0, 227.0, 298.0, 407.0, 499.0, 589.0, 852.0, 883.0, 1024.0, 1043.0, 1056.0, 1168.0, 1217.0, 1332.0, 1353.0, 1393.0, 1395.0, 1456.0, 1497.0, 2866.0, 2987.0, 3006.0, 3048.0, 3621.0, 3737.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCH2CH2OH-ontop/calc-esp_BEEF_500441_1/Rh_HOCH2CH2OH-ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCH2CH2OH-ontop/calc-esp_BEEF_500441_ens/HOCH2CH2OH.bee
Rh	111	HOCH2CHOH	-0.79	-0.09	0.11	None	0.00	fcc	[56.0, 56.0, 86.0, 169.0, 207.0, 238.0, 320.0, 396.0, 482.0, 631.0, 716.0, 856.0, 861.0, 978.0, 1013.0, 1082.0, 1162.0, 1227.0, 1318.0, 1346.0, 1377.0, 1411.0, 2921.0, 2940.0, 3035.0, 3550.0, 3618.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCH2CHOH-br/calc-esp_BEEF_500441_1/Rh_HOCH2CHOH-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCH2CHOH-br/calc-esp_BEEF_500441_ens/HOCH2CHOH.bee
Rh	111	HOCHCHOH	-0.53	-0.06	0.11	None	0.00	fcc	[56.0, 158.0, 190.0, 254.0, 287.0, 320.0, 466.0, 504.0, 544.0, 594.0, 648.0, 765.0, 883.0, 986.0, 1009.0, 1031.0, 1162.0, 1241.0, 1295.0, 1312.0, 2895.0, 2929.0, 3584.0, 3594.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCHCHOH-br/calc-esp_BEEF_500441_1/Rh_HOCHCHOH-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCHCHOH-br/calc-esp_BEEF_500441_ens/HOCHCHOH.bee
Rh	111	HOCOH	-0.3	-0.03	0.11	None	0.00	fcc	[56.0, 56.0, 145.0, 227.0, 302.0, 407.0, 498.0, 563.0, 686.0, 1019.0, 1126.0, 1218.0, 1411.0, 3463.0, 3508.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#HOCOH-ontop/calc-esp_BEEF_500441_1/Rh_HOCOH_ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#HOCOH-ontop/calc-esp_BEEF_500441_ens/HOCOH.bee
Rh	111	HOCOH	0.13	-0.86	0.11	CO	0.55	fcc	[56.0, 56.0, 145.0, 227.0, 302.0, 407.0, 498.0, 563.0, 686.0, 1019.0, 1126.0, 1218.0, 1411.0, 3463.0, 3508.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#HOCOH-ontop/calc-esp_BEEF_500441_1/Rh_111_HOCOH-ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#HOCOH-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+HOCOH-ontop.bee
Rh	111	O	-0.2	-0.02	0.11	None	0.00	fcc	[360.0, 394.0, 507.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#O-bridge/calc-esp_BEEF_500441_1/Rh_O_bridge.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#O-bridge/calc-esp_BEEF_500441_ens/O.bee
Rh	111	O	0.26	-0.68	0.11	CO	0.44	fcc	[360.0, 394.0, 507.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#O-bridge/calc-esp_BEEF_500441_1/O_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#O-bridge/calc-esp_BEEF_500441_ens/4CO-hcp+O-bridge.bee
Rh	111	O	0.45	-0.82	0.11	CO	0.55	fcc	[360.0, 394.0, 507.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#O-bridge/calc-esp_BEEF_500441_1/Rh_111_O-bridge.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#O-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+O-ontop.bee
Rh	111	O-CO	-0.56	-0.06	0.11	None	0.00	fcc	[202.0, 245.0, 325.0, 384.0, 441.0, 467.0, 586.0, 1908.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#O@CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	O-CO	0.86	-0.78	0.11	CO	0.55	fcc	[202.0, 245.0, 325.0, 384.0, 441.0, 467.0, 586.0, 1908.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#O@CO-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	O-H	1.13	0.13	0.11	None	0.00	fcc	[130.0, 180.0, 294.0, 498.0, 976.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#O@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	O-H	1.22	-0.57	0.11	CO	0.44	fcc	[130.0, 180.0, 294.0, 498.0, 976.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	OCC-OH	-0.33	-0.04	0.11	None	0.00	fcc	[56.0, 211.0, 238.0, 279.0, 352.0, 407.0, 432.0, 548.0, 573.0, 742.0, 798.0, 1005.0, 1797.0, 3604.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#OCC@OH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	OCCH-O	0.32	0.04	0.11	None	0.00	fcc	[125.0, 176.0, 224.0, 240.0, 298.0, 404.0, 438.0, 495.0, 565.0, 762.0, 946.0, 994.0, 1499.0, 3129.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#OCCH@O-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	OCCH-OH	-0.02	0.0	0.11	None	0.00	fcc	[56.0, 174.0, 194.0, 265.0, 311.0, 377.0, 392.0, 518.0, 610.0, 681.0, 890.0, 936.0, 975.0, 1066.0, 1645.0, 3029.0, 3628.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#OCCH@OH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	OCCH2-OH	-0.12	-0.01	0.11	None	0.00	fcc	[56.0, 105.0, 154.0, 224.0, 294.0, 389.0, 410.0, 435.0, 527.0, 584.0, 606.0, 889.0, 937.0, 972.0, 1090.0, 1367.0, 1408.0, 3087.0, 3188.0, 3674.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#OCCH2@OH-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	OCCH2O	-0.03	-0.87	0.11	CO	0.55	fcc	[56.0, 163.0, 216.0, 276.0, 310.0, 330.0, 452.0, 559.0, 603.0, 906.0, 978.0, 1015.0, 1140.0, 1236.0, 1409.0, 1471.0, 2969.0, 3012.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#OCCH2O-hcp1/calc-esp_BEEF_500441_1/Rh_111_OCCH2O-hcp1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#OCCH2O-hcp1/calc-esp_BEEF_500441_ens/5CO-hcp+OCCH2O-hcp1.bee
Rh	111	OCCH2O	-1.01	-0.11	0.11	None	0.00	fcc	[56.0, 163.0, 216.0, 276.0, 310.0, 330.0, 452.0, 559.0, 603.0, 906.0, 978.0, 1015.0, 1140.0, 1236.0, 1409.0, 1471.0, 2969.0, 3012.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#OCCH2O-hcp1/calc-esp_BEEF_500441_1/Rh_111_OCCH2O-hcp1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#OCCH2O-hcp1/calc-esp_BEEF_500441_ens/OCCH2O.bee
Rh	111	OCCH2OH	-0.38	-0.91	0.11	CO	0.55	fcc	[56.0, 56.0, 194.0, 222.0, 258.0, 315.0, 321.0, 442.0, 534.0, 611.0, 890.0, 978.0, 999.0, 1153.0, 1256.0, 1265.0, 1347.0, 1436.0, 2979.0, 3005.0, 3706.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#OCCH2OH-br1/calc-esp_BEEF_500441_1/Rh_111_OCCH2OH-br1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#OCCH2OH-br1/calc-esp_BEEF_500441_ens/5CO-hcp+OCCH2OH-br1.bee
Rh	111	OCCH2OH	-1.33	-0.15	0.11	None	0.00	fcc	[56.0, 56.0, 194.0, 222.0, 258.0, 315.0, 321.0, 442.0, 534.0, 611.0, 890.0, 978.0, 999.0, 1153.0, 1256.0, 1265.0, 1347.0, 1436.0, 2979.0, 3005.0, 3706.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#OCCH2OH-br1/calc-esp_BEEF_500441_1/Rh_111_OCCH2OH-br1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#OCCH2OH-br1/calc-esp_BEEF_500441_ens/OCCH2OH.bee
Rh	111	OCCHO	-0.51	-0.93	0.11	CO	0.55	fcc	[56.0, 123.0, 264.0, 286.0, 318.0, 350.0, 380.0, 503.0, 586.0, 861.0, 1025.0, 1232.0, 1309.0, 1453.0, 2963.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#OCCHO-hcp1/calc-esp_BEEF_500441_1/Rh_111_OCCHO-hcp1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#OCCHO-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+OCCHO-hcp.bee
Rh	111	OCCHO	-1.36	-0.15	0.11	None	0.00	fcc	[56.0, 123.0, 264.0, 286.0, 318.0, 350.0, 380.0, 503.0, 586.0, 861.0, 1025.0, 1232.0, 1309.0, 1453.0, 2963.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#OCCHO-hcp1/calc-esp_BEEF_500441_1/Rh_OCCHO-hcp1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#OCCHO-hcp1/calc-esp_BEEF_500441_ens/OCCHO.bee
